Datetime,Latitude,Longitude,Height,Q,ns,Next_Lat,Next_Lon,Time_Diff,Distance,Speed,Acceleration,Turn_Rate,Road_Type
2023-11-29 04:57:31,12.770318235,77.348457446,676.0127,5,32,12.770286546,77.348229901,1.0,24.92629858315031,24.92629858315031,-0.23278540282667137,3.6271838921432646,Main Road
2023-11-29 04:57:32,12.770286546,77.348229901,676.7563,5,32,12.770257205,77.347997948,1.0,25.364711875842758,25.364711875842758,0.43841329269244866,1.5062810694289084,Main Road
2023-11-29 04:57:33,12.770257205,77.347997948,673.1089,5,32,12.770227905,77.347769578,1.0,24.978840981679834,24.978840981679834,-0.38587089416292386,0.7189241750220532,Main Road
2023-11-29 04:57:34,12.770227905,77.347769578,672.8641,5,32,12.770195749,77.347552712,1.0,23.788171983427247,23.788171983427247,-1.1906689982525869,0.10177341066726342,Main Road
2023-11-29 04:57:35,12.770195749,77.347552712,675.6788,5,32,12.770165066,77.347329511,1.0,24.444185001187797,24.444185001187797,0.6560130177605501,1.1229918235256235,Main Road
2023-11-29 04:57:36,12.770165066,77.347329511,674.2232,5,32,12.77013143,77.347107584,1.0,24.355648248939335,24.355648248939335,-0.08853675224846214,0.6068526856838901,Main Road
2023-11-29 04:57:37,12.77013143,77.347107584,676.1118,5,32,12.770095862,77.346893166,1.0,23.586402846328376,23.586402846328376,-0.7692454026109594,0.7910695671693304,Main Road
2023-11-29 04:57:38,12.770095862,77.346893166,677.392,5,32,12.770068801,77.346662338,1.0,25.21223604905059,25.21223604905059,1.6258332027222124,0.8002032359793532,Main Road
2023-11-29 04:57:39,12.770068801,77.346662338,677.9779,5,32,12.770044147,77.346418013,1.0,26.637150554832147,26.637150554832147,1.4249145057815582,2.7320318542611943,Main Road
2023-11-29 04:57:40,12.770044147,77.346418013,671.0248,5,32,12.770000251,77.346208788,1.0,23.20838161382652,23.20838161382652,-3.4287689410056252,0.9245018598653161,Main Road
2023-11-29 04:57:41,12.770000251,77.346208788,678.4612,5,32,12.769965974,77.345971237,1.0,26.0415412233146,26.0415412233146,2.833159609488078,6.086942207205311,Main Road
2023-11-29 04:57:42,12.769965974,77.345971237,677.3966,5,32,12.769947844,77.345730498,1.0,26.18455621463833,26.18455621463833,0.14301499132373152,3.638237662056369,Main Road
2023-11-29 04:57:43,12.769947844,77.345730498,671.7278,5,31,12.769909532,77.345489774,1.0,26.45053016271761,26.45053016271761,0.265973948079278,3.9039194752241855,Main Road
2023-11-29 04:57:44,12.769909532,77.345489774,671.2054,5,32,12.769880553,77.345251041,1.0,26.089064861383502,26.089064861383502,-0.3614653013341069,4.736162395137484,Main Road
2023-11-29 04:57:45,12.769880553,77.345251041,670.3807,5,32,12.769843908,77.345009517,1.0,26.507037201479275,26.507037201479275,0.41797234009577267,2.1218827621745646,Main Road
2023-11-29 04:57:46,12.769843908,77.345009517,667.4089,5,32,12.76981451,77.344767921,1.0,26.402926881699127,26.402926881699127,-0.10411031978014762,1.7062662534785886,Main Road
2023-11-29 04:57:47,12.76981451,77.344767921,668.2588,5,32,12.769778775,77.344526374,1.0,26.494143797520227,26.494143797520227,0.09121691582110003,1.6895634700863837,Main Road
2023-11-29 04:57:48,12.769778775,77.344526374,668.6283,5,32,12.769755271,77.344293716,1.0,25.36551521531699,25.36551521531699,-1.1286285822032376,1.4776385200835023,Main Road
2023-11-29 04:57:49,12.769755271,77.344293716,667.6304,5,32,12.769720326,77.344057427,1.0,25.91722254860141,25.91722254860141,0.5517073332844191,2.6467563767715774,Main Road
2023-11-29 04:57:50,12.769720326,77.344057427,669.0121,5,32,12.769692646,77.343823815,1.0,25.52026020034461,25.52026020034461,-0.39696234825679966,2.6438804703162617,Main Road
2023-11-29 04:57:51,12.769692646,77.343823815,668.3124,5,32,12.769663265,77.343590619,1.0,25.499022867364964,25.499022867364964,-0.02123733297964492,1.6552436149049186,Main Road
2023-11-29 04:57:52,12.769663265,77.343590619,669.1458,5,32,12.769623971,77.343377885,1.0,23.47998781114742,23.47998781114742,-2.019035056217543,0.4237096273747625,Main Road
2023-11-29 04:57:53,12.769623971,77.343377885,672.9906,5,32,12.769595126,77.343148649,1.0,25.0654920631194,25.0654920631194,1.5855042519719795,3.2841125893551606,Main Road
2023-11-29 04:57:54,12.769595126,77.343148649,675.9089,5,32,12.769568097,77.342903726,1.0,26.730110606919464,26.730110606919464,1.6646185438000636,3.2932330575128645,Main Road
2023-11-29 04:57:55,12.769568097,77.342903726,671.922,5,32,12.769539774,77.342678658,1.0,24.60978827427815,24.60978827427815,-2.120322332641315,0.8743777688785315,Main Road
2023-11-29 04:57:56,12.769539774,77.342678658,674.3677,5,32,12.769507018,77.342452902,1.0,24.751510420869568,24.751510420869568,0.14172214659141957,0.874995177979514,Main Road
2023-11-29 04:57:57,12.769507018,77.342452902,671.102,5,31,12.769478325,77.342227946,1.0,24.603049712227563,24.603049712227563,-0.14846070864200556,1.0831911195143533,Main Road
2023-11-29 04:57:58,12.769478325,77.342227946,671.7764,5,32,12.769441567,77.341998773,1.0,25.186474715972807,25.186474715972807,0.5834250037452442,0.986908705794761,Main Road
2023-11-29 04:57:59,12.769441567,77.341998773,673.2554,5,32,12.769412522,77.341770983,1.0,24.91286915647336,24.91286915647336,-0.27360555949944754,1.8435000621981033,Main Road
2023-11-29 04:58:00,12.769412522,77.341770983,675.6882,5,32,12.76938279,77.341536897,1.0,25.5997852170392,25.5997852170392,0.6869160605658422,1.8458451503172455,Main Road
2023-11-29 04:58:01,12.76938279,77.341536897,674.7561,5,32,12.76935395,77.341320122,1.0,23.725848798894823,23.725848798894823,-1.8739364181443783,0.027889296912917416,Main Road
2023-11-29 04:58:02,12.76935395,77.341320122,675.4756,5,31,12.769306088,77.341103739,1.0,24.061567752371626,24.061567752371626,0.33571895347680325,0.33963703582085714,Main Road
2023-11-29 04:58:03,12.769306088,77.341103739,682.2912,5,32,12.769283956,77.340881524,1.0,24.22340637846303,24.22340637846303,0.1618386260914022,4.8943027255758835,Main Road
2023-11-29 04:58:04,12.769283956,77.340881524,682.9862,5,32,12.769250666,77.340652681,1.0,25.091399312333074,25.091399312333074,0.8679929338700454,6.784754149717145,Main Road
2023-11-29 04:58:05,12.769250666,77.340652681,684.2402,5,32,12.769222554,77.340426855,1.0,24.688364610839994,24.688364610839994,-0.4030347014930804,2.5890670678389682,Main Road
2023-11-29 04:58:06,12.769222554,77.340426855,681.3333,5,32,12.769183436,77.3401998,1.0,25.004198532715,25.004198532715,0.3158339218750079,1.1808374195047975,Main Road
2023-11-29 04:58:07,12.769183436,77.3401998,683.96,5,32,12.76915549,77.33997581,1.0,24.48853249862258,24.48853249862258,-0.5156660340924226,2.67922504492617,Main Road
2023-11-29 04:58:08,12.76915549,77.33997581,684.0035,5,32,12.769114858,77.339727745,1.0,27.278153472853635,27.278153472853635,2.789620974231056,2.6634684707550207,Main Road
2023-11-29 04:58:09,12.769114858,77.339727745,687.1016,5,32,12.769088945,77.339524478,1.0,22.230799186652114,22.230799186652114,-5.0473542862015215,2.1904737163526136,Main Road
2023-11-29 04:58:10,12.769088945,77.339524478,682.7597,5,32,12.769069129,77.339273349,1.0,27.32266252712714,27.32266252712714,5.091863340475026,2.0371781451471946,Main Road
2023-11-29 04:58:11,12.769069129,77.339273349,677.6805,5,31,12.769043016,77.339053822,1.0,23.983015391263805,23.983015391263805,-3.339647135863334,2.753298855396679,Main Road
2023-11-29 04:58:12,12.769043016,77.339053822,677.7584,5,32,12.769010209,77.338829776,1.0,24.568992444680042,24.568992444680042,0.5859770534162365,2.271800265047432,Main Road
2023-11-29 04:58:13,12.769010209,77.338829776,677.9134,5,32,12.768985093,77.338606482,1.0,24.375627876401452,24.375627876401452,-0.1933645682785894,1.5470754281276555,Main Road
2023-11-29 04:58:14,12.768985093,77.338606482,678.5586,5,32,12.768956986,77.338392782,1.0,23.384487835587432,23.384487835587432,-0.9911400408140203,1.9129752307145083,Main Road
2023-11-29 04:58:15,12.768956986,77.338392782,678.3155,5,32,12.768927355,77.338174707,1.0,23.877558235597537,23.877558235597537,0.4930704000101045,1.0752201127884717,Main Road
2023-11-29 04:58:16,12.768927355,77.338174707,677.9466,5,32,12.76889519,77.337962368,1.0,23.30320882931544,23.30320882931544,-0.5743494062820957,0.24484623821368245,Main Road
2023-11-29 04:58:17,12.76889519,77.337962368,678.9774,5,32,12.768851961,77.337772501,1.0,21.143776997707224,21.143776997707224,-2.1594318316082166,0.8759560346221917,Main Road
2023-11-29 04:58:18,12.768851961,77.337772501,683.2355,5,32,12.768812754,77.337548238,1.0,24.70787243413713,24.70787243413713,3.5640954364299056,4.212826494440122,Main Road
2023-11-29 04:58:19,12.768812754,77.337548238,678.7448,5,32,12.768772161,77.337345511,1.0,22.443321998805335,22.443321998805335,-2.2645504353317953,2.9099051699858194,Main Road
2023-11-29 04:58:20,12.768772161,77.337345511,678.0334,5,32,12.768715917,77.337137032,1.0,23.457587340448804,23.457587340448804,1.014265341643469,1.4062962382965623,Main Road
2023-11-29 04:58:21,12.768715917,77.337137032,679.1289,5,32,12.768658763,77.336944873,1.0,21.786247356619473,21.786247356619473,-1.6713399838293306,3.7750955957833554,Main Road
2023-11-29 04:58:22,12.768658763,77.336944873,679.8396,5,31,12.768606408,77.336738553,1.0,23.11936205401439,23.11936205401439,1.3331146973949153,1.4661346635056134,Main Road
2023-11-29 04:58:23,12.768606408,77.336738553,677.5013,5,32,12.76853568,77.336562123,1.0,20.686293634302718,20.686293634302718,-2.4330684197116703,2.325473760340543,Main Road
2023-11-29 04:58:24,12.76853568,77.336562123,679.5667,5,31,12.768454311,77.336373194,1.0,22.39730513712954,22.39730513712954,1.7110115028268211,7.6064456137456915,Main Road
2023-11-29 04:58:25,12.768454311,77.336373194,685.5636,5,32,12.768378092,77.336175083,1.0,23.095431137121913,23.095431137121913,0.6981259999923743,1.4557792401317187,Main Road
2023-11-29 04:58:26,12.768378092,77.336175083,681.0918,5,31,12.768302835,77.335981126,1.0,22.63722490366029,22.63722490366029,-0.4582062334616239,2.257678991089577,Main Road
2023-11-29 04:58:27,12.768302835,77.335981126,678.3223,5,30,12.768227751,77.33578539,1.0,22.809552337349295,22.809552337349295,0.17232743368900572,0.16351570201641152,Main Road
2023-11-29 04:58:28,12.768227751,77.33578539,677.935,5,30,12.76815806,77.33559925,1.0,21.622361190673463,21.622361190673463,-1.1871911466758327,0.21995599364083773,Main Road
2023-11-29 04:58:29,12.76815806,77.33559925,678.4879,5,30,12.768075542,77.335433946,1.0,20.138246032995248,20.138246032995248,-1.4841151576782146,0.4607797022703153,Main Road
2023-11-29 04:58:30,12.768075542,77.335433946,672.5315,5,30,12.767911386,77.33522057,1.0,29.47247432912006,29.47247432912006,9.334228296124813,6.001932892329748,Main Road
2023-11-29 04:58:31,12.767911386,77.33522057,673.0614,5,22,12.767928805,77.335022273,1.0,21.5914572521017,21.5914572521017,-7.88101707701836,11.044186961440516,Service Road
2023-11-29 04:58:32,12.767928805,77.335022273,682.1834,5,29,12.767875975,77.334847227,1.0,19.87110879890243,19.87110879890243,-1.7203484531992714,42.592215835449835,Service Road
2023-11-29 04:58:33,12.767875975,77.334847227,686.8019,5,31,12.767807188,77.334657415,1.0,21.959395037586077,21.959395037586077,2.088286238683647,21.814295513347403,Service Road
2023-11-29 04:58:34,12.767807188,77.334657415,689.0616,5,29,12.767723689,77.334489168,1.0,20.47212846830813,20.47212846830813,-1.4872665692779456,3.126135234583302,Main Road
2023-11-29 04:58:35,12.767723689,77.334489168,697.046,5,30,12.767643956,77.334277532,1.0,24.60389714433503,24.60389714433503,4.131768676026898,6.474377539381351,Main Road
2023-11-29 04:58:36,12.767643956,77.334277532,686.6231,5,29,12.767506334,77.334075209,1.0,26.750454953996506,26.750454953996506,2.146557809661477,5.7509662469606155,Main Road
2023-11-29 04:58:37,12.767506334,77.334075209,675.5245,5,31,12.767421968,77.333911206,1.0,20.107841084783036,20.107841084783036,-6.64261386921347,13.580208370185588,Service Road
2023-11-29 04:58:38,12.767421968,77.333911206,680.4839,5,32,12.767327856,77.333748092,1.0,20.55267697632666,20.55267697632666,0.44483589154362235,7.00182526187325,Main Road
2023-11-29 04:58:39,12.767327856,77.333748092,680.654,5,32,12.767228356,77.333589357,1.0,20.463041180000015,20.463041180000015,-0.0896357963266432,2.761607893904113,Main Road
2023-11-29 04:58:40,12.767228356,77.333589357,679.595,5,32,12.767104461,77.333436249,1.0,21.575026516208066,21.575026516208066,1.1119853362080505,2.0970692774168924,Main Road
2023-11-29 04:58:41,12.767104461,77.333436249,679.9193,5,32,12.766985777,77.33328058,1.0,21.42784412231285,21.42784412231285,-0.14718239389521415,6.89902958104075,Main Road
2023-11-29 04:58:42,12.766985777,77.33328058,679.5307,5,32,12.766855662,77.33312684,1.0,22.07482487731857,22.07482487731857,0.6469807550057176,1.6574335889617515,Main Road
2023-11-29 04:58:43,12.766855662,77.33312684,678.3335,5,32,12.766718298,77.332972943,1.0,22.62388242970719,22.62388242970719,0.5490575523886214,2.9199364093326636,Main Road
2023-11-29 04:58:44,12.766718298,77.332972943,676.9395,5,32,12.766587699,77.332827123,1.0,21.469900837512874,21.469900837512874,-1.1539815921943166,1.508887602636804,Main Road
2023-11-29 04:58:45,12.766587699,77.332827123,676.4834,5,32,12.766443194,77.332677809,1.0,22.8119536525194,22.8119536525194,1.3420528150065252,0.09701730533421937,Main Road
2023-11-29 04:58:46,12.766443194,77.332677809,675.704,5,32,12.766315472,77.332525602,1.0,21.77508568926493,21.77508568926493,-1.036867963254469,2.214117690548619,Main Road
2023-11-29 04:58:47,12.766315472,77.332525602,675.8826,5,32,12.766182466,77.332374088,1.0,22.10686403815622,22.10686403815622,0.3317783488912909,4.061170774623491,Main Road
2023-11-29 04:58:48,12.766182466,77.332374088,676.3365,5,32,12.766044506,77.332214734,1.0,23.1078796303625,23.1078796303625,1.0010155922062793,1.2770181478285565,Main Road
2023-11-29 04:58:49,12.766044506,77.332214734,674.4318,5,32,12.76590418,77.332059592,1.0,22.946386272257097,22.946386272257097,-0.16149335810540322,0.3939310329301122,Main Road
2023-11-29 04:58:50,12.76590418,77.332059592,676.5227,5,30,12.76576616,77.331902857,1.0,22.900734268669193,22.900734268669193,-0.04565200358790378,1.245127158905916,Main Road
2023-11-29 04:58:51,12.76576616,77.331902857,674.8777,5,30,12.765621043,77.331740062,1.0,23.917813174718752,23.917813174718752,1.0170789060495586,0.7623822027034066,Main Road
2023-11-29 04:58:52,12.765621043,77.331740062,674.4333,5,31,12.765475311,77.331582452,1.0,23.552830759848625,23.552830759848625,-0.36498241487012706,0.3471403356411713,Main Road
2023-11-29 04:58:53,12.765475311,77.331582452,674.5004,5,31,12.765339775,77.331420537,1.0,23.139902783795534,23.139902783795534,-0.4129279760530906,1.0434949501979531,Main Road
2023-11-29 04:58:54,12.765339775,77.331420537,674.0162,5,31,12.765197626,77.331258932,1.0,23.600443140563677,23.600443140563677,0.4605403567681421,2.8255405172085943,Main Road
2023-11-29 04:58:55,12.765197626,77.331258932,673.8485,5,31,12.76506079,77.331102661,1.0,22.775282051534635,22.775282051534635,-0.8251610890290415,1.4030396226071673,Main Road
2023-11-29 04:58:56,12.76506079,77.331102661,673.3781,5,31,12.764918459,77.330941584,1.0,23.57155110129345,23.57155110129345,0.7962690497588163,0.12865604850853174,Main Road
2023-11-29 04:58:57,12.764918459,77.330941584,673.2807,5,31,12.764775495,77.3307813,1.0,23.555342709370066,23.555342709370066,-0.01620839192338508,0.2580356403918813,Main Road
2023-11-29 04:58:58,12.764775495,77.3307813,672.5915,5,32,12.76463302,77.330627983,1.0,22.965914243565646,22.965914243565646,-0.5894284658044207,0.2666183552255177,Main Road
2023-11-29 04:58:59,12.76463302,77.330627983,671.4169,5,32,12.764490665,77.330472181,1.0,23.15264667820875,23.15264667820875,0.18673243464310474,1.1697077376501852,Main Road
2023-11-29 04:59:00,12.764490665,77.330472181,671.6441,5,32,12.764348193,77.330315109,1.0,23.262212634481937,23.262212634481937,0.10956595627318677,0.48312519288333533,Main Road
2023-11-29 04:59:01,12.764348193,77.330315109,672.2435,5,32,12.764212611,77.330159203,1.0,22.6528480950616,22.6528480950616,-0.6093645394203371,0.20811842658301316,Main Road
2023-11-29 04:59:02,12.764212611,77.330159203,672.541,5,32,12.76406211,77.33001433,1.0,22.954206387487126,22.954206387487126,0.30135829242552603,1.1980618667792555,Main Road
2023-11-29 04:59:03,12.76406211,77.33001433,672.8913,5,32,12.763916803,77.329868687,1.0,22.594908162996926,22.594908162996926,-0.35929822449019966,5.08006377324017,Main Road
2023-11-29 04:59:04,12.763916803,77.329868687,673.3206,5,32,12.763764557,77.329735348,1.0,22.26407380130188,22.26407380130188,-0.33083436169504665,1.1577380889073652,Main Road
2023-11-29 04:59:05,12.763764557,77.329735348,673.6338,5,32,12.763615934,77.32958938,1.0,22.884410102449152,22.884410102449152,0.6203363011472725,3.8538758640910373,Main Road
2023-11-29 04:59:06,12.763615934,77.32958938,672.2224,5,32,12.763459138,77.329459189,1.0,22.434766826814727,22.434766826814727,-0.4496432756344255,3.2713446104447144,Main Road
2023-11-29 04:59:07,12.763459138,77.329459189,673.8071,5,32,12.763307412,77.329319433,1.0,22.679189807651255,22.679189807651255,0.24442298083652858,4.780077199901683,Main Road
2023-11-29 04:59:08,12.763307412,77.329319433,674.017,5,32,12.763162744,77.329178358,1.0,22.199928362898042,22.199928362898042,-0.4792614447532131,2.9448539708747887,Main Road
2023-11-29 04:59:09,12.763162744,77.329178358,672.9242,5,32,12.763010644,77.329040901,1.0,22.544529498981507,22.544529498981507,0.3446011360834653,1.6311744895043034,Main Road
2023-11-29 04:59:10,12.763010644,77.329040901,673.105,5,32,12.762858487,77.32889466,1.0,23.190054977191007,23.190054977191007,0.6455254782094997,2.1745889792271953,Main Road
2023-11-29 04:59:11,12.762858487,77.32889466,672.7573,5,32,12.762710954,77.328759802,1.0,21.977556505062992,21.977556505062992,-1.212498472128015,1.7592117941349557,Main Road
2023-11-29 04:59:12,12.762710954,77.328759802,672.8793,5,32,12.762559724,77.328616148,1.0,22.923388065823424,22.923388065823424,0.945831560760432,1.4341819025725329,Main Road
2023-11-29 04:59:13,12.762559724,77.328616148,671.2256,5,32,12.762410716,77.32847066,1.0,22.87946841573184,22.87946841573184,-0.04391965009158483,1.0982833974969708,Main Road
2023-11-29 04:59:14,12.762410716,77.32847066,670.5624,5,32,12.762253529,77.328314353,1.0,24.348224398991558,24.348224398991558,1.4687559832597188,0.7868860853455146,Main Road
2023-11-29 04:59:15,12.762253529,77.328314353,670.0451,5,32,12.762097006,77.328174106,1.0,23.113794562171233,23.113794562171233,-1.2344298368203255,0.5239693929981968,Main Road
2023-11-29 04:59:16,12.762097006,77.328174106,669.6133,5,32,12.761941771,77.328027859,1.0,23.441408551767257,23.441408551767257,0.32761398959602417,2.9783415548736514,Main Road
2023-11-29 04:59:17,12.761941771,77.328027859,668.911,5,32,12.761783477,77.327878446,1.0,23.9242000780303,23.9242000780303,0.48279152626304267,1.4315369392410275,Main Road
2023-11-29 04:59:18,12.761783477,77.327878446,668.2194,5,32,12.761628307,77.327729,1.0,23.672257407742038,23.672257407742038,-0.2519426702882619,0.05443302687993423,Main Road
2023-11-29 04:59:19,12.761628307,77.327729,666.9657,5,32,12.761464969,77.327572244,1.0,24.877054785529054,24.877054785529054,1.204797377787017,0.576693585352416,Main Road
2023-11-29 04:59:20,12.761464969,77.327572244,667.0528,5,32,12.761306116,77.327421001,1.0,24.10459018397925,24.10459018397925,-0.7724646015498031,0.10147955267760267,Main Road
2023-11-29 04:59:21,12.761306116,77.327421001,667.0721,5,32,12.761150653,77.32726463,1.0,24.215891955015977,24.215891955015977,0.11130177103672523,0.2278109041802452,Main Road
2023-11-29 04:59:22,12.761150653,77.32726463,666.7321,5,32,12.760987112,77.327115935,1.0,24.304955549059382,24.304955549059382,0.08906359404340591,1.5726350774386617,Main Road
2023-11-29 04:59:23,12.760987112,77.327115935,664.4726,5,32,12.760828341,77.326967136,1.0,23.91831585929981,23.91831585929981,-0.38663968975957275,2.8890470343158086,Main Road
2023-11-29 04:59:24,12.760828341,77.326967136,664.287,5,33,12.760673958,77.326816276,1.0,23.714124919101323,23.714124919101323,-0.20419094019848671,0.8652264953346673,Main Road
2023-11-29 04:59:25,12.760673958,77.326816276,663.1269,5,33,12.760518139,77.326666701,1.0,23.73451614418504,23.73451614418504,0.020391225083717046,1.1957298389762627,Main Road
2023-11-29 04:59:26,12.760518139,77.326666701,662.5665,5,33,12.760361705,77.326527614,1.0,23.02379998117421,23.02379998117421,-0.7107161630108294,0.5100332338243163,Main Road
2023-11-29 04:59:27,12.760361705,77.326527614,660.308,5,33,12.760199777,77.326376561,1.0,24.342437829619797,24.342437829619797,1.3186378484455865,2.1881010959594107,Main Road
2023-11-29 04:59:28,12.760199777,77.326376561,659.7806,5,33,12.760052772,77.326223601,1.0,23.288862600459247,23.288862600459247,-1.0535752291605505,1.3693630927285483,Main Road
2023-11-29 04:59:29,12.760052772,77.326223601,658.4039,5,34,12.759892671,77.32608156,1.0,23.541770417222352,23.541770417222352,0.2529078167631056,3.127332768257446,Main Road
2023-11-29 04:59:30,12.759892671,77.32608156,657.3759,5,34,12.759741891,77.325942516,1.0,22.54948260421676,22.54948260421676,-0.9922878130055928,4.557987750623738,Main Road
2023-11-29 04:59:31,12.759741891,77.325942516,657.6663,5,34,12.75958626,77.32578657,1.0,24.197067346542294,24.197067346542294,1.6475847423255345,1.1018410954617082,Main Road
2023-11-29 04:59:32,12.75958626,77.32578657,654.2864,5,34,12.759442138,77.325656412,1.0,21.355763050766026,21.355763050766026,-2.8413042957762684,2.3767673340037447,Main Road
2023-11-29 04:59:33,12.759442138,77.325656412,657.4787,5,34,12.759290061,77.32550008,1.0,23.94566536680306,23.94566536680306,2.5899023160370334,2.9724216253526095,Main Road
2023-11-29 04:59:34,12.759290061,77.32550008,655.0176,5,34,12.759130194,77.325357168,1.0,23.584098528637874,23.584098528637874,-0.3615668381651851,3.7049340303297242,Main Road
2023-11-29 04:59:35,12.759130194,77.325357168,654.7456,5,34,12.758976161,77.325211503,1.0,23.30045220765759,23.30045220765759,-0.2836463209802851,3.9955358362052493,Main Road
2023-11-29 04:59:36,12.758976161,77.325211503,654.0934,5,34,12.758820535,77.325066789,1.0,23.361563633162326,23.361563633162326,0.06111142550473758,1.6057330328362127,Main Road
2023-11-29 04:59:37,12.758820535,77.325066789,654.24,5,33,12.75865978,77.324922427,1.0,23.76194418843304,23.76194418843304,0.4003805552707149,0.4813988327102834,Main Road
2023-11-29 04:59:38,12.75865978,77.324922427,653.2765,5,33,12.75850447,77.324772023,1.0,23.754961614946893,23.754961614946893,-0.006982573486148169,0.9946055440977091,Main Road
2023-11-29 04:59:39,12.75850447,77.324772023,653.1168,5,33,,,1.0,0.0,,,2.1559842293689826,Main Road
